"36.5748441, 139.2394179", 1997
"N, A", 1997
"35.69004135, 139.510395073475", 1993
"35.6986132, 139.7755126", 2005
"36.5748441, 139.2394179", 1999
"35.7325658, 139.7134402", 1996
"N, A", 2008
"N, A", 1968
"26.58920965, 127.542181303397", 1995
"35.4555922, 139.5721963", 2006
"43.049876, 141.334297", 1997
"35.69004135, 139.510395073475", 1999
"36.5748441, 139.2394179", 1997
"36.5748441, 139.2394179", 2003
"36.5748441, 139.2394179", 2008
"33.8830415, 130.8823373", 1999
"36.5748441, 139.2394179", 1990
"35.6509615, 139.7414342", 1982
"N, A", 2004
"35.0185804, 135.763835", 2002
"26.58920965, 127.542181303397", 1997
"34.670951, 135.422471", 1999
"43.813058, 143.872373", 1999
"34.9991645, 137.254574", 2005
"26.58920965, 127.542181303397", 1998
"36.5748441, 139.2394179", 2000
"34.6198813, 135.490357", 1987
"35.69004135, 139.510395073475", 1997
"36.5748441, 139.2394179", 2005
"35.6639142, 139.6979269", 1989
"35.69004135, 139.510395073475", 2001
"N, A", 1975
"35.7703641, 139.5110567", 1982
"31.6044925, 130.3496605", 2001
"35.935143, 139.543698283981", 2004
"24.3405526, 124.1555702", 1989
"35.7430738, 139.84743", 1996
"34.6852955, 135.5145684", 2011
"35.6986132, 139.7755126", 2008
"35.183333, 136.9", 1999
"35.6666558, 139.7264061", 2011
"35.69004135, 139.510395073475", 2011
"36.5748441, 139.2394179", 2010
"35.3408801, 139.6179261", 1970
"N, A", 1989
"32.627767, 129.738348959483", 1993
"36.5748441, 139.2394179", 2000
"N, A", 1980
"N, A", 2000
"35.682958, 139.5591791", 1994
"35.69004135, 139.510395073475", 2006
"36.5748441, 139.2394179", 2007
"N, A", 1998
"26.58920965, 127.542181303397", 2001
"36.5748441, 139.2394179", 1992
"34.614935, 135.4621136", 2003
"35.9528142, 136.1887849", 1999
"36.5748441, 139.2394179", 2009
"34.5666725, 132.753565", 2000
"N, A", 2009
"35.69004135, 139.510395073475", 1985
"35.69004135, 139.510395073475", 1976
"34.3207392, 133.1768851", 1994
"36.5748441, 139.2394179", 1983
"36.5748441, 139.2394179", 1998
"36.5748441, 139.2394179", 2012
"35.0185804, 135.763835", 1996
"35.935143, 139.543698283981", 2002
"38.304918, 140.748139", 2010
"35.3149965, 139.35785319696", 1994
"36.5748441, 139.2394179", 1996
"36.5748441, 139.2394179", 1997
"36.5748441, 139.2394179", 2003
"32.7833323, 129.86667", 1973
"36.5748441, 139.2394179", 2010
"35.6509615, 139.7414342", 1995
"34.792604, 133.933671", 2000
"36.5748441, 139.2394179", 2007
"35.6986132, 139.7755126", 2008
"35.1638315, 135.7931969", 1967
"35.69004135, 139.510395073475", 2004
"35.6986132, 139.7755126", 2009
"35.69004135, 139.510395073475", 1992
"35.69004135, 139.510395073475", 1993
"35.69004135, 139.510395073475", 2007
"35.69004135, 139.510395073475", 2011
"35.6404839, 139.6221118", 1998
"N, A", 1998
"42.336234, 142.36108", 2000
"35.6810785, 139.7671801", 1995
"34.3916058, 132.4518156", 1990
"36.5748441, 139.2394179", 2008
"35.6040695, 140.180851072056", 2005
"35.183333, 136.9", 2008
"36.5748441, 139.2394179", 1988
"33.6569018, 133.5606241", 2002
"35.3149965, 139.35785319696", 1978
"35.0396074, 138.3907988", 1987
"26.58920965, 127.542181303397", 2007
"35.69004135, 139.510395073475", 1998
"36.5748441, 139.2394179", 1999
"34.6852955, 135.5145684", 2004
"40.769997, 140.754351", 1995
"36.5748441, 139.2394179", 2007
"36.5748441, 139.2394179", 2003
"33.8395188, 132.7653521", 2004
"34.0658182, 132.9976758", 2003
"35.69004135, 139.510395073475", 2010
"36.5748441, 139.2394179", 1992
"36.5748441, 139.2394179", 1990
"N, A", 2006
"38.329664, 141.022085", 2005
"35.69004135, 139.510395073475", 2005
"33.8070292, 135.5930743", 2001
"N, A", 2007
"35.183333, 136.9", 2011
"35.69004135, 139.510395073475", 2006
"35.69004135, 139.510395073475", 2005
"36.5748441, 139.2394179", 2002
"35.247154, 136.109385", 1991
"36.5748441, 139.2394179", 1998
"35.4555922, 139.5721963", 2004
"36.5748441, 139.2394179", 2003
"37.2344605, -79.9718015", 1983
"36.5748441, 139.2394179", 1994
"35.69004135, 139.510395073475", 2004
"36.5748441, 139.2394179", 2003
"36.5748441, 139.2394179", 1992
"36.5748441, 139.2394179", 1979
"34.668313, 135.617891", 1988
"36.5748441, 139.2394179", 1995
"35.69004135, 139.510395073475", 2001
"26.1611103, 127.6688921", 1995
"34.6852955, 135.5145684", 1988
"35.0340345, 135.9507855", 2000
"35.69004135, 139.510395073475", 2004
"35.69004135, 139.510395073475", 1995
"36.5748441, 139.2394179", 2010
"35.69004135, 139.510395073475", 2004
"36.5748441, 139.2394179", 2002
"35.242552, 135.454601", 1985
"35.6986132, 139.7755126", 2006
"N, A", 1994
"35.69004135, 139.510395073475", 1988
"36.5748441, 139.2394179", 1995
"36.5748441, 139.2394179", 1999
"34.77779, 135.474645", 1999
"35.7515359, 139.7083176", 1973
"N, A", 1995
"35.69004135, 139.510395073475", 1999
"N, A", 1999
"42.920264, 143.45393", 1988
"37.5666791, 126.9782914", 2004
"38.304918, 140.748139", 1988
"35.4555922, 139.5721963", 1997
"36.5748441, 139.2394179", 1991
"43.049876, 141.334297", 1999
"36.5748441, 139.2394179", 2003
