Lat, Long, num
42.3604823, -71.0595678, 1
52.7954791, -0.540240236617432, 1
40.7305991, -73.9865812, 1
-33.8548157, 151.2164539, 1
-37.8142176, 144.9631608, 1
51.5073219, -0.1276474, 1
50.88121295, 4.69418278098918, 1
53.5437641, 10.0099133, 2
37.7792768, -122.4192704, 1
53.3806626, -1.4702278, 2
39.7391536, -104.9847034, 1
41.8755546, -87.6244212, 1
51.7967047, 0.579338882096011, 1
49.2608944, -123.1139383, 1
46.603354, 1.8883335, 1
50.9856235, 4.83505564169638, 1
52.4081812, -1.510477, 1
54.7023545, -3.2765753, 2
51.5090192, -0.1978675, 1
50.6407351, 4.66696, 1
46.1489415, 15.0439634, 1
