"Ryan Adams", '"alternative country musicians"', '"adult alternative artists"', '"country music performers"'
"Adele", '"soul musicians"', '"adult alternative artists"', '"blue-eyed soul artists"', '"R%26B musicians"'
"The Airborne Toxic Event", '"adult alternative artists"'
"Alberta Cross", '"adult alternative artists"'
"Lily Allen", '"indie pop artists"', '"adult alternative artists"'
"Gregg Allman", '"blues rock musicians"', '"adult alternative artists"'
"The Allman Brothers Band", '"blues rock musicians"', '"country rock musicians"', '"adult alternative artists"'
"Aloe Blacc", '"soul musicians"', '"adult alternative artists"', '"R%26B musicians"'
"alt-J", '"adult alternative artists"'
"American Authors", '"indie pop artists"', '"adult alternative artists"'
"Tori Amos", '"pop and rock pianists"', '"adult alternative artists"'
"Fiona Apple", '"pop and rock pianists"', '"indie pop artists"', '"adult alternative artists"'
"Aqualung (musician)", '"adult alternative artists"'
"Arcade Fire", '"adult alternative artists"'
"Tasmin Archer", '"adult alternative artists"'
"Arctic Monkeys", '"adult alternative artists"'
"Jann Arden", '"adult alternative artists"'
"Joseph Arthur", '"adult alternative artists"'
"\xc3\x81sgeir Trausti", '"adult alternative artists"'
"Assembly of Dust", '"adult alternative artists"'
"Atlas Genius", '"adult alternative artists"'
"Augustana (band)", '"adult alternative artists"'
"The Avett Brothers", '"alternative country musicians"', '"adult alternative artists"'
"Badly Drawn Boy", '"folk musicians"', '"lo-fi bands"', '"adult alternative artists"'
"The Band", '"folk musicians"', '"country rock musicians"', '"adult alternative artists"'
"Band of Horses", '"alternative country musicians"', '"adult alternative artists"'
"Sara Bareilles", '"pop and rock pianists"', '"adult alternative artists"'
"Barenaked Ladies", '"adult alternative artists"'
"Bear Hands", '"adult alternative artists"'
"The Beatles", '"power pop artists and songs"', '"adult alternative artists"'
"Beck", '"alternative country musicians"', '"folk musicians"', '"lo-fi bands"', '"adult alternative artists"', '"experimental musicians"'
"Howie Beck", '"adult alternative artists"'
"The Bees (band)", '"adult alternative artists"'
"Beirut (band)", '"indie pop artists"', '"adult alternative artists"'
"Belle Brigade", '"adult alternative artists"'
"Ben Folds Five", '"power pop artists and songs"', '"adult alternative artists"'
"Better Than Ezra", '"adult alternative artists"'
"The Beautiful South", '"adult alternative artists"'
"Big Head Todd & The Monsters", '"adult alternative artists"'
"Andrew Bird", '"alternative country musicians"', '"adult alternative artists"'
"The Black Crowes", '"blues rock musicians"', '"adult alternative artists"'
"The Black Keys", '"blues rock musicians"', '"adult alternative artists"', '"blues musicians"'
"Blessid Union of Souls", '"adult alternative artists"'
"Bj\xc3\xb6rk", '"adult alternative artists"'
